央视卫视,#genre#
爱尔达体育一[264547504*48][0*0][0*0],rtmp://161.202.204.248/sat/md011
大愛2 (720p)[1280*720][1280*720],https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大爱海外 (720p)[1280*720][1280*720],https://pulltv3.wanfudaluye.com/live/tv3.m3u8
纬来日本-02[720*404][720*404][720*404],rtmp://161.202.204.248/sat/tv522
纬来日本-01[1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv521
纬来育乐-03[1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv701
纬来育乐-02[720*404][720*404][720*404],rtmp://161.202.204.248/sat/tv702
纬来育乐-01[1280*720][1280*720][1280*720],rtmp://161.202.204.248/sat/tv701
纬来体育-02[1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv721
纬来体育-01[1280*720][1280*720][1280*720],rtmp://161.202.204.248/sat/tv721
TVBS·新闻台[720*408][720*408][720*408],rtmp://161.202.204.248/sat/tv552
TVBS·欢乐台-02[1280*720][1280*720][1280*720],rtmp://161.202.204.248/sat/tv421
TVBS·欢乐台-01[720*408][720*408][720*408],rtmp://161.202.204.248/sat/tv422
华视[720*404][720*404][720*404],rtmp://161.202.204.248/sat/tv112
華视[1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv111
中视-02[1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv091
中视-01[1280*720][1280*720][1280*720],rtmp://161.202.204.248/sat/tv091
台视-02[1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv071
台视-01[1280*720][1280*720][1280*720],rtmp://161.202.204.248/sat/tv071
民视-02[1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv051
民视-01[720*404][720*404][720*404],rtmp://161.202.204.248/sat/tv052
民视[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248/sat/tv051
民视[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv051
台视[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248/sat/tv071
台视[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv071
中视[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248/sat/tv091
中视[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv091
华视[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv111
华视[720*404][720*404][720*404][720*404],rtmp://161.202.204.248/sat/tv112
TVBS·欢乐台[720*408][720*408][720*408][720*408],rtmp://161.202.204.248/sat/tv422
TVBS·欢乐台[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248/sat/tv421
TVBS·新闻台[720*408][720*408][720*408][720*408],rtmp://161.202.204.248/sat/tv552
纬来体育[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248/sat/tv721
纬来体育[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv721
纬来育乐[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248/sat/tv701
纬来育乐[720*404][720*404][720*404][720*404],rtmp://161.202.204.248/sat/tv702
纬来育乐[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv701
纬来日本[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv521
纬来日本[720*404][720*404][720*404][720*404],rtmp://161.202.204.248/sat/tv522
爱尔达体育一[264547504*48][264547504*48][0*0][0*0],rtmp://161.202.204.248/sat/md011
东森超视[720*400][720*400][720*400][720*400],rtmp://161.202.204.248/sat/tv772
东森超视[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv771
东森超视[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248/sat/tv771
博斯魅力[720*408][720*408][720*408][720*408],rtmp://161.202.204.248/sat/md042
东森财经新闻，rtmp://161.202.204.248:1935/sat/tv571
MoMo综合台[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248/sat/tv761
TVBS欢乐[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv421
TVBS新闻[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv551
Mono综合[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv761
FOX体育[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv731
FOX2体育[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/tv741
TVBS新闻[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248/sat/tv551
FOX体育3[1280*720][1280*720][528*32][528*32],rtmp://161.202.204.248:1935/sat/md031
fox3[1280*720][1280*720][12*285333856][12*285333856],rtmp://161.202.204.248:1935/sat/md021
日本MLB[1280*720][1280*720][16*561304128][16*561304128],rtmp://161.202.204.248:1935/sat/jp071
博斯运动II[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/md051
FS1 480[720*480][720*480][720*480][720*480],rtmp://161.202.204.248:1935/sat/us031
FS1 352[640*352][640*352][640*352][640*352],rtmp://161.202.204.248:1935/sat/us032
有线18台[720*408][720*408][720*408][720*408],rtmp://59.124.75.153/sat/hk042
纬来体育[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248/sat/tv721
博斯運動2[1280*720][1280*720][528*32][528*32],rtmp://59.124.75.153:1935/sat/md031
人间卫视[1280*720][1280*720][1280*720][1280*720],rtmp://59.124.75.153:1935/sat/md041
博斯運動[1280*720][1280*720][1280*720][1280*720],rtmp://59.124.75.153:1935/sat/md051
Baby TV Eng[1280*720][1280*720][1280*720],http://198.16.106.62:8278/streams/d/Babytv/playlist.m3u8
HBO原創電影[1280*720][1280*720],http://198.16.106.62:8278/streams/d/hbosignature_zero/playlist.m3u8




港澳测试,#genre#
QQ群:664117428, QQ群:664117428,
耀才財經台 (576p)[1024*576][1024*576],http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
耀才财经 (288p)[512*288][512*288],http://202.69.67.66:443/webcast/bshdlive-mobile/playlist.m3u8
天映经典[960*540][960*540][960*540]
[960*540],http://50.7.161.82:8278/streams/d/Celestial2/playlist.m3u8
TV8[1280*720][1280*720][1280*720][1280*720],http://50.7.161.82:8278/streams/d/TV8/playlist.m3u8
TV2[1920*1080][1920*1080][1920*1080][1920*1080],http://50.7.161.82:8278/streams/d/TV2/playlist.m3u8
astor AOD[960*540][960*540][960*540][960*540],http://198.16.106.62:8278/streams/d/AodHD/playlist.m3u8
翡翠台[1920*1080][1920*1080][1920*1080][1920*1080],http://185.207.176.189:8080/channels/tv-81/playlist.m3u8
天映经典频[854*480][854*480],https://liveanevia.mncnow.id/live/eds/CelestialClassic/sa_dash_vmx/CelestialClassic.mpd
RHK31[1920*1080][1920*1080][1920*1080][1920*1080],http://185.207.176.189:8080/channels/tv-31/playlist.m3u8
RHK32[1920*1080][1920*1080][1920*1080][1920*1080],http://185.207.176.189:8080/channels/tv-32/playlist.m3u8
RHK33[1920*1080][1920*1080][1920*1080][1920*1080],http://185.207.176.189:8080/channels/tv-33/playlist.m3u8
VIU6[1920*1080][1920*1080][1920*1080][1920*1080],http://185.207.176.189:8080/channels/tv-96/playlist.m3u8
ViuTVsix, http://61.238.6.49:8000/bysid/96
凤凰中文[1920*1080][1920*1080][1920*1080],http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8$JS1080P
凤凰资讯[1920*1080][1920*1080][1920*1080],http://223.110.235.13/ott.js.chinamobile.com/PLTV/3/224/3221228098/index.m3u8$JS1080P
凤凰香港[1920*1080][1920*1080][1920*1080],http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8$JS1080P
翡翠台(大陆线路）[853*480][853*480][853*480],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
TVB翡翠台[1920*1080][1920*1080][1920*1080],http://185.207.176.189:8080/channels/tv-81/playlist.m3u8
港台31[1920*1080][1920*1080][1920*1080],http://185.207.176.189:8080/channels/tv-31/playlist.m3u8
港台33[1920*1080][1920*1080][1920*1080],http://185.207.176.189:8080/channels/tv-33/playlist.m3u8
ViuTV[1920*1080][1920*1080][1920*1080],http://185.207.176.189:8080/channels/tv-99/playlist.m3u8
ViuTVsix[1920*1080][1920*1080][1920*1080],http://185.207.176.189:8080/channels/tv-96/playlist.m3u8
香港電台視像新聞直播[1280*720][1280*720][1280*720],https://rthkcnews-lh.akamaihd.net/i/rthknews_1@312607/index_190000011_av-b.m3u8
Astro AOD[960*540][960*540][960*540],http://198.16.106.62:8278/streams/d/AodHD/playlist.m3u8
澳視澳門[1280*720][1280*720][1280*720],http://61.244.22.5/ch1/ch1.live/playlist.m3u8
澳門Macau[1280*720][1280*720][1280*720],http://61.244.22.5/ch2/_definst_/ch2.live/playlist.m3u8
澳视卫星[1280*720][1280*720][1280*720][1280*720],http://61.244.22.4/ch3/ch3.live/index.m3u8
澳视微影[1280*720][1280*720][1280*720][1280*720],http://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8
澳视澳门[1280*720][1280*720][1280*720][1280*720],http://61.244.22.4/ch1/ch1.live/index.m3u8
澳视澳门[1280*720][1280*720][1280*720][1280*720],http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳视综艺[1280*720][1280*720][1280*720][1280*720],http://61.244.22.5/ch6/_definst_/hd_ch6.live/playlist.m3u8
澳视葡文[1280*720][1280*720][1280*720][1280*720],http://61.244.22.4/ch2/ch2.live/index.m3u8
澳视葡文[1280*720][1280*720][1280*720][1280*720],http://61.244.22.4/ch2/ch2.live/chunklist_w1632175875.m3u8
澳門1台[1280*720][1280*720][1280*720][1280*720],http://61.244.22.4/ch1/ch1.live/playelist.m3u8
澳門2台[1280*720][1280*720][1280*720][1280*720],http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳門3台[1280*720][1280*720][1280*720][1280*720],http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳門微电影[1280*720][1280*720][1280*720][1280*720],http://61.244.22.4/ch3/ch3.live/chunklist_w1228316132.m3u8
Viu TV[1920*1080][1920*1080][1920*1080][1920*1080],http://185.207.176.189:8080/channels/tv-99/playlist.m3u8
ViuTV (备), http://61.238.6.49:8000/bysid/99
明珠台高清[1920*1080][1920*1080][1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/84/index.m3u8
J2 1080P[1920*1080][1920*1080][1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/82/index.m3u8
无线财经资讯台1080P[1920*1080][1920*1080][1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/85/index.m3u8
香港国际财经，https://cdn.hkdtmb.com/hls/76/index.m3u8
开电视[1920*1080][1920*1080][1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/77/index.m3u8
香港电台31[1920*1080][1920*1080][1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/31/index.m3u8
RTHK32[1920*1080][1920*1080][1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/32/index.m3u8
国家地理频道[1280*720][1280*720][1280*720][1280*720],http://198.16.106.62:8278/streams/d/natgeopeople_zero/playlist.m3u8
BBC生活[1280*720][1280*720][1280*720][1280*720],http://198.16.106.62:8278/streams/d/bbclifestyle_zero/playlist.m3u8
HBO原創電影[1280*720][1280*720][1280*720][1280*720],http://198.16.106.62:8278/streams/d/hbosignature_zero/playlist.m3u8
Food亞洲美食[1280*720][1280*720][1280*720][1280*720],http://198.16.106.62:8278/streams/d/asiafood_zero/playlist.m3u8
美食星球[1280*720][1280*720][1280*720][1280*720],http://198.16.106.62:8278/streams/d/foodplanet_zero/playlist.m3u8
尼克儿童[854*480][854*480][854*480][854*480],http://198.16.106.62:8278/streams/d/Nickelodeon/playlist.m3u8
小尼克[854*480][854*480][854*480][854*480],http://198.16.106.62:8278/streams/d/Nickjr/playlist.m3u8
Baby TV Eng[1280*720][1280*720][1280*720][1280*720],http://198.16.106.62:8278/streams/d/Babytv/playlist.m3u8
儿童电视[854*480][854*480][854*480][854*480],http://198.16.106.62:8278/streams/d/KidsTV/playlist.m3u8
CBeebies[854*480][854*480][854*480][854*480],http://198.16.106.62:8278/streams/d/Cbeebies/playlist.m3u8
迪士尼频道[1280*720][1280*720][1280*720][1280*720],http://198.16.106.62:8278/streams/d/Disneyxd/playlist.m3u8
迪士尼少年[1280*720][1280*720][1280*720][1280*720],http://198.16.106.62:8278/streams/d/Disneyjr/playlist.m3u8
有线 SPORTS 1[1280*720][1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/hk011
有线18台[720*408][720*408][720*408][720*408],rtmp://161.202.204.248/sat/hk042
凤凰香港台[1024*576][1024*576][1024*576][1024*576],http://223.82.250.72/live/fhhongkong/1.m3u8
凤凰资讯[720*576][720*576][720*576][720*576],http://125.210.152.18:9090/live/FHZX_1200.m3u8
有线18台[720*408][720*408][720*408],rtmp://59.124.75.153/sat/hk042
翡翠台[1024*576][1024*576][1024*576],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=&Provider_id=&Fsv_chan_hls_se_idx=188
明珠台[1024*576][1024*576][1024*576],http://116.199.5.52:8114/00000000/index.m3u8?Fsv_chan_hls_se_idx=12&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
翡翠台[853*480][853*480][853*480],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
明珠台[853*480][853*480][853*480],http://116.199.5.51:8114/00000000/2e368e04c76446bc9d30ca7a9f934dae/index.m3u8?Fsv_cid=1034&Fsv_chan_hls_se_idx=12&Fsv_ctype=LIVES&version=9&Fsv_rate_id=1&Fsv_otype=1&FvSeid=5abd1660af1babb4&Pcontent_id=7f88be5fb6fd426494f6aa240f1dc7a9&Provider_id=00000000&Fsv_filetype=1&Fsv_ShiftEnable=0&Fsv_SV_PARAM1=0&Fsv_ShiftTsp=240&Fsv_CMSID=00000000&AuthInfo=P2ZSH2gNMZ8aiVfV%2BjCYczoGsAYoDo4KY5I3eHfJhGTKdSzgLwCHoSet9it9fXrMLwehJxh9gmO%2F%0AOFrWyxI%2BtteLTJnZKT7Lg8BRYQNXMQU%3D%0A
星空卫视[640*480][640*480][640*480],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=233&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
TVB无线明珠[853*480][853*480][853*480],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
香港C+[1920*1080][1920*1080][1920*1080],http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/03.m3u8
香港電台視像新聞直播[1280*720][1280*720][1280*720],https://rthkcnews-lh.akamaihd.net/i/rthknews_1@312607/index_190000011_av-b.m3u8
香港国际财经[1920*1080][1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/76/index.m3u8
J2 1080P[1920*1080][1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/82/index.m3u8
明珠台HD[1920*1080][1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/84/index.m3u8
翡翠台(大陆线路）[853*480][853*480][853*480],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=1&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
凤凰香港[1920*1080][1920*1080][1920*1080],http://223.110.236.2/ott.js.chinamobile.com/PLTV/3/224/3221228060/index.m3u8$JS1080P
凤凰中文[1920*1080][1920*1080][1920*1080],http://223.110.235.3/ott.js.chinamobile.com/PLTV/3/224/3221228057/index.m3u8$JS1080P
凤凰资讯添加QQ加群664117428[1280*720][1280*720][1280*720],http://117.169.124.37:6610/ysten-businessmobile/live/fhzixun/1.m3u8
凤凰卫视1[1280*720][1280*720][1280*720],http://117.169.124.37:6610/ysten-businessmobile/live/fhchinese/1.m3u8
凤凰卫视2[1280*720][1280*720][1280*720],http://117.169.120.138:8080/live/fhchinese/index.m3u8
凤凰香港1[1280*720][1280*720][1280*720],http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8
凤凰香港2[1280*720][1280*720][1280*720],http://183.207.249.34/PLTV/3/224/3221226975/index.m3u8
RTHK33[1920*1080][1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/33/index.m3u8
RTHK32[1920*1080][1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/32/index.m3u8
RTHK31[1920*1080][1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/31/index.m3u8
开电视[1920*1080][1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/77/index.m3u8
CNC英文[1280*720][1280*720][1280*720],http://39.134.115.163:8080/PLTV/88888910/224/3221225693/index.m3u8
CNC中文[1280*720][1280*720][1280*720],http://39.134.115.163:8080/PLTV/88888910/224/3221225694/index.m3u8
果洛[1280*720][1280*720][1280*720],http://39.134.155.149/PLTV/88888888/224/3221225662/index.m3u8
澳门卫视添加QQ加群664117428[1280*720][1280*720][1280*720],http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳视综艺[1280*720][1280*720][1280*720],http://61.244.22.5/ch6/_definst_/hd_ch6.live/playlist.m3u8
華藏衛視[1280*720][1280*720][1280*720],http://118.163.88.61:1935/hwazanlivetv/live.stream/playlist.m3u8
好消息电视台1[854*480][854*480][854*480],http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
好消息电视台2[854*480][854*480][854*480],http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
第一财经HD添加QQ加群664117428[1920*1080][1920*1080][1920*1080],http://39.134.39.37/PLTV/88888888/224/3221226172/index.m3u8
点掌财经[1280*712][1280*712][1280*712],http://cclive2.aniu.tv/live/anzb.m3u8
耀才财经台[1024*576][1024*576][1024*576],http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
亚美卫视[1280*720][1280*720][1280*720],http://dcunilive30-lh.akamaihd.net/i/dclive_1@535522/master.m3u8
香港C+蓝光[1920*1080][1920*1080][1920*1080],http://gslbmeiah.cdn.hk.chinamobile.com/livehls/MOB-U1-NO/03.m3u8
广东珠江4K[1920*1080][1920*1080][1920*1080],http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=79&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
珠峰基站4K[1920*1080][1920*1080][1920*1080],http://117.136.154.98/PLTV/88888888/224/3221225753/index.m3u8
精彩电影4K[1920*1080][1920*1080][1920*1080],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226011/index.m3u8
东方影视FHD[1920*1080][1920*1080][1920*1080],http://140.207.241.2:8080/live/program/live/dsjpdhd/4000000/mnf.m3u8
华侨城FHD[1920*1080][1920*1080][1920*1080],http://117.156.28.119/270000001111/1110000028/index.m3u8
数码时代高清添加QQ加群664117428[1920*1080][1920*1080][1920*1080],http://yd-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
天映经典[960*540][960*540][960*540],http://50.7.161.82:8278/streams/d/Celestial2/playlist.m3u8
双星[1280*720][1280*720][1280*720],http://50.7.161.82:8278/streams/d/Shuangxing/playlist.m3u8
Food亞洲美食[1280*720][1280*720][1280*720],http://198.16.106.62:8278/streams/d/asiafood_zero/playlist.m3u8
astor AOD[960*540][960*540][960*540],http://198.16.106.62:8278/streams/d/AodHD/playlist.m3u8
有线18台[720*408][720*408][720*408],rtmp://161.202.204.248/sat/hk042
有线 SPORTS 1[1280*720][1280*720][1280*720],rtmp://161.202.204.248:1935/sat/hk011
澳门葡萄牙[1280*720][1280*720][1280*720][1280*720],http://61.244.22.5/ch2/ch2.live/chunklist_w1632175875.m3u8
澳門微电影[1280*720][1280*720][1280*720][1280*720],http://61.244.22.4/ch3/ch3.live/chunklist_w1228316132.m3u8
澳門3台[1280*720][1280*720][1280*720][1280*720],http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳門2台[1280*720][1280*720][1280*720][1280*720],http://61.244.22.4/ch2/ch2.live/playelist.m3u8
澳門1台[1280*720][1280*720][1280*720][1280*720],http://61.244.22.4/ch1/ch1.live/playelist.m3u8
澳视葡文[1280*720][1280*720][1280*720][1280*720],http://61.244.22.4/ch2/ch2.live/chunklist_w1632175875.m3u8
澳视综艺[1280*720][1280*720][1280*720][1280*720],http://61.244.22.5/ch6/_definst_/hd_ch6.live/playlist.m3u8
澳视澳门[1280*720][1280*720][1280*720][1280*720],http://61.244.22.5/ch1/ch1.live/playelist.m3u8
澳视微影[1280*720][1280*720][1280*720][1280*720],http://61.244.22.5/ch3/ch3.live/chunklist_w1228316132.m3u8
澳视卫星[1280*720][1280*720][1280*720][1280*720],http://61.244.22.4/ch3/ch3.live/index.m3u8
澳門Macau[1280*720][1280*720][1280*720],http://61.244.22.5/ch2/_definst_/ch2.live/playlist.m3u8
澳視卫星[1280*720][1280*720][1280*720],http://61.244.22.5/ch3/ch3.live/chunklist_w30461384.m3u8
澳視澳門[1280*720][1280*720][1280*720],http://61.244.22.5/ch1/ch1.live/playlist.m3u8
澳视澳门 (720p)[1280*720][1280*720],http://61.244.22.4/ch1/ch1.live/playelist.m3u8
澳门1 (720p)[1280*720][1280*720],http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳门2 (720p)[1280*720][1280*720],http://61.244.22.4/ch2/ch2.live/playelist.m3u8
DWNews[1280*720][1280*720],https://livecdn.fptplay.net/world/dwenglish_hls.smil/chunklist_b2500000.m3u8
FOXHD[1280*720][1280*720],https://livecdn.fptplay.net/foxlive/foxhd_hls.smil/chunklist_b2500000.m3u8
FOXMovie[1280*720][1280*720],https://livecdn.fptplay.net/foxlive/foxmovieshd_hls.smil/chunklist_b2500000.m3u8
FOXLife[1280*720][1280*720],https://livecdn.fptplay.net/foxlive/foxlifehd_2000.stream/chunklist.m3u8
[高清]港台電視32[1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/32/index.m3u8
[高清]港台電視33[1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/33/index.m3u8
[高清]無綫新聞台[1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/83/index.m3u8
[高清]明珠台[1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/84/index.m3u8
[高清]明珠台(粵語聲道)[1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/84b/index.m3u8
[高清]無綫財經·資訊台[1920*1080][1920*1080],https://cdn.hkdtmb.com/hls/85/index.m3u8
国内测试,#genre#
QQ群:664117428, QQ群:664117428,
Blue 美剧频道[640*360][640*360],http://210.210.155.35:80/session/676c25ba-724e-11e9-834b-8ac28bf32f5a/dr9445/h/h16/02.m3u8
CCTV 3[1920*1080][1920*1080],http://183.207.249.14/PLTV/3/224/3221225588/index.m3u8
CCTV-1[1047*576][1047*576],http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221225852/index.m3u8
CCTV-12[720*576][720*576],http://223.82.250.72/live/cctv-12/1.m3u8
CCTV-15[720*576][720*576],http://223.82.250.72/live/cctv-15/1.m3u8
CCTV-1HD[1280*720][1280*720],http://223.82.250.72/live/hdcctv01/1.m3u8
CCTV-5 HD[1280*720][1280*720],http://223.82.250.72/live/hdcctv05plus/1.m3u8
CCTV-8[1920*1080][1920*1080],http://223.110.243.171/PLTV/3/224/3221227204/index.m3u8
CCTV-9英[768*576][768*576],http://223.82.250.72/live/cctv-9/1.m3u8
CCTV-女性时尚[1047*576][1047*576],http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221227026/index.m3u8
CCTV中国中央电视台-10 科教[1920*1080][1920*1080],http://117.169.120.140:8080/live/cctv-10/.m3u8
CCTV中国中央电视台-3 综艺[1920*1080][1920*1080],http://117.169.120.140:8080/live/cctv-3/.m3u8
CCTV中国中央电视台-6 电影[1920*1080][1920*1080],http://117.169.120.140:8080/live/cctv-6/.m3u8
CNC中文[1280*720][1280*720],http://source07.v.news.cn/live/CNC_CN/playlist.m3u8
CNC英文[1280*720][1280*720],http://source07.v.news.cn/live/CNC_EN/playlist.m3u8
nhk华语[1280*720][1280*720],https://nhkw-zh-hlscomp.akamaized.net/ixxemlzk1vqvy44o/playlist.m3u8
Shao Dong (576p)[1047*576][1047*576],http://hnsd.chinashadt.com:2036/live/stream:shaodong.stream/playlist.m3u8
Xuzhou TV 1[1920*1080][1920*1080],http://223.110.245.165/ott.js.chinamobile.com/PLTV/3/224/3221225945/index.m3u8
Xuzhou TV 2[1920*1080][1920*1080],http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221225947/index.m3u8
Yushu TV Jilin 2[640*360][640*360],http://stream.zhystv.com/ysyt/sd/live.m3u8
万州三峡移民[1024*576][1024*576],http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8
三明公共频道[1920*1080][1920*1080],http://stream.smntv.cn/smtv2/sd/live.m3u8
三明新闻综合[1920*1080][1920*1080],http://stream.smntv.cn/smtv1/sd/live.m3u8
上海这一刻魔都眼[1280*720][1280*720],http://bililive.kksmg.com/hls/sdi80/playlist.m3u8
上海金山电视台[480*270][480*270],http://live.mudu.tv/watch/4zbn2f.m3u8
上虞1新闻综合[720*576][720*576],http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
上虞3新商都[720*576][720*576],http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
东南卫视高清[1920*1080][1920*1080],http://117.169.120.140:8080/live/dongnanstv/.m3u8
东至影视频道 (576p)[768*576][768*576],http://223.247.33.124:1935/live/yingshi/playlist.m3u8
东至新闻综合 (720p)[1280*720][1280*720],http://223.247.33.124:1935/live/zonghe/playlist.m3u8
